budget,genres,popularity,release_date,revenue,runtime,title,vote_average,vote_count,release_year,return,actors,directors
0.0,['Comedy'],3.094082,2015-08-14,0,85.0,"People, Places, Things",6.8,63,2015,0.0,"['Mark Cousins', 'Jean-Michel Frodon', 'Cari Beauchamp', 'Agnes de Mille']",['Mark Cousins']
0.0,['Comedy'],3.967229,2015-05-29,104507,105.0,Results,5.2,66,2015,0.0,"['Jennifer Connelly', 'Mélanie Laurent', 'Cillian Murphy', 'William Shimell', 'Zen McGrath', 'Peter McRobbie', 'Winta McGrath', 'Nancy Drake', 'Judy Cook', 'Carson Nattrass', 'Oona Chaplin']",['Claudia Llosa']
0.0,['Drama'],0.924161,2015-01-27,0,98.0,Songs My Brothers Taught Me,6.7,9,2015,0.0,"['Félix de Givry', 'Brady Corbet', 'Greta Gerwig', 'Arsinée Khanjian', 'Pauline Étienne', 'Vincent Macaigne', 'Hugo Conzelmann', 'Zita Hanrot', 'Roman Kolinka', 'Hugo Bienvenu', 'Vincent Lacoste', 'Golshifteh Farahani', 'Jonathan Louis']",['Mia Hansen-Løve']
0.0,"['Thriller', 'Drama']",4.833182,2015-07-17,643557,122.0,The Stanford Prison Experiment,6.8,254,2015,0.0,"['Karidja Touré', 'Assa Sylla', 'Lindsay Karamoh', 'Mariétou Touré', 'Idrissa Diabaté', 'Rabah Nait Oufella', 'Simina Soumaré', 'Dielika Coulibaly', 'Cyril Mendy', 'Djibril Gueye', 'Binta Diop', ""Chance N'Guessan"", 'Damien Chapelle', 'Nina Melo', 'Elyes Sabyani', 'Halem El Sabagh', 'Nassereba Keita', 'Tia Diagne']",['Céline Sciamma']
0.0,"['Drama', 'Thriller']",6.173635,2015-01-22,0,99.0,"Stockholm, Pennsylvania",5.4,30,2015,0.0,"['Jacqueline Kim', 'James Urbaniak', 'Freya Adams', 'Ken Jeong', 'Jennifer Ehle', 'Samantha Kim', 'Troi Zee', 'Olivia Horton', 'Jennifer Ikeda', 'Mercedes Griffeth', 'Sameerah Luqmaan-Harris', 'Theresa Navarro']",['Jennifer Phang']
0.0,"['Comedy', 'Drama']",4.135614,2015-07-24,0,90.0,Unexpected,5.8,37,2015,0.0,[],['Ivars Seleckis']
0.0,"['Drama', 'Science Fiction', 'Thriller']",5.30588,2015-08-13,121461,97.0,Z for Zachariah,5.6,278,2015,0.0,"['Melissa Rauch', 'Gary Cole', 'Haley Lu Richardson', 'Thomas Middleditch', 'Sebastian Stan', 'Cecily Strong', 'Dale Raoul', 'Craig Kilborn', 'Dominique Dawes', 'Olga Korbut', 'Dominique Moceanu', 'Barak Hardley', 'Michael Shamus Wiles', 'Ellery Sprayberry', 'Kathryn Ding']",['Bryan Buckley']
0.0,['Drama'],6.580186,2014-03-20,0,110.0,Stations of the Cross,7.2,38,2014,0.0,"['Sarah Silverman', 'Josh Charles', 'Thomas Sadoski', 'Mia Barron', 'Terry Kinney', 'Chris Sarandon', 'Skylar Gaertner', 'Emma Ishta', 'Shayne Coleman', 'Nick Taylor', 'Sean Reda', 'Cynthia Darlow', 'Kristin Griffith', 'Clark Jackson', 'Brian Koppelman', 'Oona Laurence', 'Mike Sharits', 'Mia Katigbak', 'Gregory Dann']",['Adam Salky']
0.0,['Comedy'],0.91677,2013-09-12,0,96.0,The Referee,6.0,22,2013,0.0,"['Jemaine Clement', 'Regina Hall', 'Stephanie Allynne', 'Jessica Williams', 'Michael Chernus', 'Aundrea Gadsby', 'Gia Gadsby']",['Jim Strouse']
0.0,['Drama'],1.932314,2014-04-09,0,100.0,My Sweet Pepper Land,6.8,32,2014,0.0,"['Margot Robbie', 'Chiwetel Ejiofor', 'Chris Pine']",['Craig Zobel']
0.0,['Comedy'],0.401121,2014-12-25,0,99.0,Micke & Veronica,7.0,4,2014,0.0,"['Gustav Dyekjær Giese', 'Oscar Dyekjær Giese', 'Roland Møller', 'Lene Maria Christensen', 'Nicholas Westwood Kidd', 'Dulfi Al-Jabouri', 'Kevin Andersen', 'Jelena Bundalovic', 'Sandra El-Hussein', 'Irina Babenko', 'Monika Paula Fasula', 'Habib Moutran', 'Ali Abdul Amir Najel', 'Sisse Navntofte', 'Annemieke Bredahl Peppink', 'Clement Blach Petersen', 'Michael Rasmussen', 'Marina Vorobyeva', 'Peter Zandersen', 'Carsten Hartmann', 'Niels Thanild', 'Jacob Guldager', 'Morten Sabroe', 'Nick Philip Engel', 'Oliver Altman', 'Philip Lotko', 'Sulayman Saidy', 'Mahdi Abdul Amir Najei', 'Hussein Abdul Amir Najei', 'Foxy', 'Dondi']",['Michael Noer']
1131974.0,"['Mystery', 'Crime', 'Fantasy']",0.698991,2014-10-10,0,90.0,The Veil of Twilight,6.2,3,2014,0.0,"['Lea van Acken', 'Franziska Weisz', 'Florian Stetter', 'Lucie Aron', 'Moritz Knapp', 'Michael Kamp', 'Georg Wesch', 'Chiara Palmeri', 'Linus Fluhr', 'Birge Schade', 'Ramin Yazdani', 'Hanns Zischler', 'Selina Sue Steeg', 'Anna Windhab', 'Andreas Warmbrunn', 'Christian Ienco', 'Elli Seifert', 'Nicolaj Wolf', 'Moa Stiefelmayer', 'Samira Hadi', 'Zoé Hauser', 'Michael Kurras', 'Pierre Londiche', 'Barbara Bernt', 'Anna Brüggemann', 'Lena Lessing', 'Susanne von der Heydt', 'Sven Taddicken']",['Dietrich Brüggemann']
0.0,['Drama'],1.046439,2014-02-11,0,98.0,Inbetween Worlds,5.7,11,2014,0.0,"['Howard Webb', 'Manuel Mejuto González', 'Roberto Rosetti', 'Michel Platini', 'Peter Fröjdfeldt', 'Massimo Busacca']","['Yves Hinant', 'Eric Cardot', 'Delphine Lehericey']"
0.0,['Documentary'],2.246861,2014-09-26,0,81.0,In the Basement,6.0,16,2014,0.0,"['Micaela Ramazzotti', 'Sara Podda', 'Maya Mulas', 'Susanna Mantega', 'Davis Tagliaferro']",['Salvatore Mereu']
0.0,['Documentary'],0.012983,2013-10-25,0,80.0,Project Wild Thing,0.0,0,2013,0.0,"['Catherine Deneuve', 'Rupert Everett', 'Nastassja Kinski', 'Danielle Darrieux', 'Leelee Sobieski', 'Andrzej Żuławski']",[]
0.0,"['Drama', 'Comedy']",6.572818,2014-10-24,0,100.0,A Pigeon Sat on a Branch Reflecting on Existence,6.6,107,2014,0.0,"['Alanna Ubach', 'Michael Lerner', 'Mike Myers', 'Janeane Garofalo', 'Kristen Johnston', 'Margaret Cho', 'Robert Englund', 'Ed Lauter', 'Ryan Stiles', 'Wayne Rogers', 'Richard Kind', 'Fred Willard', 'Mary Kay Place', 'Tim Meadows', 'Virginia Madsen', 'David Pasquesi', 'Mitch Rouse', 'Ben Stiller']",['William Tannen']
5500000.0,['Drama'],3.791712,2014-09-07,5000000,120.0,Miss Julie,5.8,46,2014,0.91,"['Ally Walker', 'Martin Sheen', 'Ron Perlman', 'Robert Knepper', 'Gina Philips', 'Tara Subkoff', 'Rod Britt']",['Michael Cohn']
0.0,"['Mystery', 'Drama', 'Comedy', 'Romance']",3.092455,2015-10-07,0,128.0,The Forbidden Room,6.4,29,2015,0.0,"['Craig Ferguson', 'Peter Keleghan', 'Damir Andrei', 'Wendy Crewson', 'Anna Friel', 'Kevin Pollak', 'Caroline Dhavernas', 'Normand Daneau', 'Harry Nelken', 'Kristen Holden-Ried']",['Gary Yates']
0.0,"['Thriller', 'Action', 'Science Fiction']",4.904615,2014-09-19,0,93.0,Alien Outpost,4.6,85,2014,0.0,"['Gary Bakewell', 'Laura Fraser', 'Hywel Bennett', 'Clive Russell', 'Freddie Jones', 'Peter Capaldi', 'Tanya Moodie', 'Paterson Joseph', 'Elizabeth Marmur', 'Earl Cameron', 'Trevor Peacock', 'Tamsin Greig', 'Richard Leaf', 'Geraldine McNulty']",['Dewi Humphreys']
1500000.0,['Drama'],0.374007,2014-10-17,0,117.0,Foreign Body,5.5,2,2014,0.0,"['Ryan Payne Bell', 'Dechen Thurman', 'Eddie Malavarca', 'Matthew Lillard', 'Lori Heuring', 'Brian Kelly', 'Michale Graves', 'Neil Patrick Harris', 'Gabriel Olds', 'Tina Krause', 'Amanda Peet', 'John Paul Fedele', 'J.J. North']",['Craig Singer']
14000000.0,['Thriller'],14.443362,2014-10-14,10076790,108.0,The Loft,6.4,500,2014,0.72,"['Peter Scanavino', 'Jason Robards III', 'Ana Asensio', 'Didier Flamand', 'Zohra Lampert', 'Moises De Pena', 'Al Nazemian']",['Vladan Nikolić']
0.0,"['Thriller', 'Horror']",7.328242,2014-09-09,190000,95.0,[REC]⁴ Apocalypse,5.2,269,2014,0.0,"['João Miguel', 'Fabiula Nascimento', 'Babú Santana', 'Carlo Briani', 'Zeca Cenovicz', 'Jean Pierre Noher', 'Paulo Miklos']",['Marcos Jorge']
10000000.0,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",19.236571,2015-01-16,0,96.0,Vice,4.1,245,2015,0.0,"['Malcolm McDowell', 'Shannen Fields', 'Corbin Bernsen', 'Tom Sizemore', 'Bart Bronson', 'Rebecca St. James', 'Jeff Gannon', 'Roslyn Gentle', 'Jennifer Skyler', 'Chad Lammers', 'Annie Lee']",['Timothy A. Chey']
0.0,['Thriller'],1.59911,2013-10-18,0,0.0,Sanatorium,5.4,13,2013,0.0,"['Joe Reegan', 'Reiley McClendon', 'Matthew Holmes', 'Rick Ravanello', 'Adrian Paul', 'Douglas Tait', 'Brandon Auret', 'Andy Davoli', 'Sven Ruygrok', 'Nic Rasenti', 'Darron Meyer', 'Kenneth Fok', 'Scott E. Miller', 'Craig Macrae', 'Lemogang Tsipa', 'Khalil Kathrada', 'Justin Munitz', 'Tapiwa Musvosvi', 'Tyrel Meyer', 'Stevel Marc', 'Guido Baechler', 'Michael Dube', 'Justin Strydom', 'Jordan Shade', 'Rafiq Jajbhay']",['Jabbar Raisani']
0.0,"['War', 'Documentary']",1.566256,2014-09-05,161,98.0,Last Days in Vietnam,7.0,32,2014,0.0,"['Karl Urban', 'James Marsden', 'Wentworth Miller', 'Eric Stonestreet', 'Matthias Schoenaerts', 'Isabel Lucas', 'Rachael Taylor', 'Rhona Mitra', 'Valerie Cruz', 'Kali Rocha', 'Elaine Cassidy', 'Margarita Levieva', 'Kristin Lehman', 'Robert Wisdom', 'Dora Madison', 'Laura Cayouette']",['Erik Van Looy']
0.0,['Documentary'],2.257329,2013-08-12,0,118.0,Manakamana,7.1,12,2013,0.0,"['Manuela Velasco', 'Héctor Colomé', 'María Alfonsa Rosso', 'Paco Manzanedo', 'Mariano Venancio', 'Ismael Fritschi', 'Críspulo Cabezas', 'Carlos Zabala', 'Cristian Aquino', 'Emilio Buale', 'Paco Obregón', 'Javier Laorden', 'Javier Botet']",['Jaume Balagueró']
0.0,"['Mystery', 'Thriller']",0.803469,2015-01-09,0,116.0,A Grain of Truth,8.0,5,2015,0.0,"['Richard Rober', 'Gwendolyn Laster', 'Maidie Norman', 'George Hamilton', 'Ernest Anderson', 'Dick Simmons', 'Lane Chandler', 'Pat Mitchell', 'Margaret Wells', 'Wheaton Chambers', 'Michael Ross', 'Russell Trent', 'Allen Mathews', 'John Philips', 'Walter Morrison', 'Christine Larsen', 'Jess Kirkpatrick', 'Roy Engel', 'Alfred Grant', 'Edwin Max', 'Guy Beach', 'Robert Osterloh', 'Harry Morgan', 'Barry Kelley', 'Walter Kelly', 'Mary Ellen Kay', 'Beverly Jons', 'Elzie Emanuel', 'Tom Powers', 'Bill Walker', 'Douglas Evans', 'Sherry Hall']",['Russell Rouse']
0.0,['Thriller'],0.229246,2014-09-17,0,110.0,The Photographer,6.8,3,2014,0.0,"['Beverly Michaels', 'Richard Egan', 'Percy Helton', 'Evelyn Scott', 'Robert Osterloh', ""William 'Bill' Phillips"", 'Frank Ferguson', 'Bernadene Hayes']",['Russell Rouse']
2000000.0,"['Fantasy', 'Thriller']",6.640704,2015-04-08,45431,95.0,Lost River,5.8,228,2015,0.02,"['Kate Riley', 'Don Fanelli', 'DJ Hazard', 'Megan Neuringer']",['Brant Sersen']
0.0,[],0.110399,2014-09-26,0,77.0,natural history,5.0,2,2014,0.0,"['Robert Więckiewicz', 'Zohar Strauss', 'Aleksandra Hamkało', 'Iwona Bielska', 'Krzysztof Pieczyński', 'Jerzy Trela', 'Philip Lenkowsky', 'Tadeusz Bradecki', 'Arkadiusz Jakubik', 'Lech Dyblik', 'Piotr Głowacki', 'Magdalena Walach', 'Danuta Borsuk', 'Maria Mamona', 'Magdalena Czerwińska']",['Borys Lankosz']
0.0,"['Documentary', 'History']",0.957362,2015-11-12,0,78.0,Chuck Norris vs Communism,7.1,18,2015,0.0,"['Angela Carrizosa', 'Juan Manuel Diaz Oroztegui', 'Diego Galindo', 'Angelica Sanchez']",['Gabriel Rojas Vera']
1.0,['Horror'],2.508452,2014-10-31,0,95.0,Fear Clinic,4.0,42,2014,0.0,"['Karen-Lise Mynster', 'Ghita Nørby', 'Erland Josephson', 'Jesper Christensen', 'Torben Zeller', 'Henning Moritzen', 'Stig Hoffmeyer', 'Kirsten Rolffes', 'Lotte Hermann']",['Liv Ullmann']
1816720.0,['Comedy'],3.782108,2015-01-29,4541800,90.0,Italiano medio,6.0,142,2015,2.5,[],['James Benning']
0.0,['Comedy'],3.389921,2014-03-07,0,87.0,National Lampoon's The Legend of Awesomest Maximus,3.9,25,2014,0.0,[],['Ilinca Calugareanu']
0.0,['Drama'],0.524215,2014-08-27,472370,95.0,Party Girl,6.9,13,2014,0.0,"['James Earl Jones', 'Estelle Parsons']",['Richard A. Colla']
0.0,['Drama'],1.345495,2014-10-21,0,123.0,We Are Young. We Are Strong.,7.3,20,2014,0.0,"['Maccio Capatonda', 'Herbert Ballerina', 'Ivo Avido', 'Barbara Tabita', 'Lavinia Longhi', 'Nino Frassica', 'Raul Cremona', 'Rupert Sciamenna']",['Maccio Capatonda']
0.0,"['Romance', 'Comedy']",4.273973,2014-03-19,0,100.0,Relationship Status: It's Complicated,5.3,68,2014,0.0,"['Silvana Mangano', 'Amedeo Nazzari', 'Vittorio Gassman', 'Jacques Sernas', 'Luisa Rossi', 'Olga Solbelli', 'Dante Maggio', 'Michele Capezzuoli', 'Laura Cortese']",['Duilio Coletti']
2200000.0,"['Thriller', 'Science Fiction', 'Action']",2.781177,2014-12-18,0,120.0,Calculator,4.3,38,2014,0.0,"['Van Heflin', 'Charles Laughton', 'Mylène Demongeot', 'John Ericson', 'Cecil Parker', 'Folco Lulli', 'Alex Nicol', 'Liam Redmond', 'Eleonora Rossi Drago', 'Gian Maria Volonté', 'Ralph Truman', 'Grégoire Aslan', 'Peter Carsten', 'Gian Maria Volonté', 'Gérard Herter', 'Dieter Eppler', 'Edith Peters']",['Duilio Coletti']
0.0,['Drama'],1.756452,2014-05-21,0,122.0,In the Name of My Daughter,5.7,22,2014,0.0,"['Vittorio Gassman', 'Ann-Margret', 'Geoffrey Copleston', 'Dino Curcio', 'Fiorenzo Fiorentini', 'Franco Gulà', 'Giuseppe Lauricella', 'Oreste Lionello', 'Renato Marzano', 'Tiziano Montagni', 'Liana Orfei']",['Dino Risi']
5000000.0,['Drama'],9.258194,2014-03-14,0,95.0,Reach Me,5.1,32,2014,0.0,"['Francesca Romana Coluzzi', 'Ugo Tognazzi', 'Milena Vukotic', 'Angela Goodwin', 'Jean-Jacques Fourgeaud', 'Checco Rissone', 'Carla Mancini', 'Alberto Lattuada']",['Alberto Lattuada']
0.0,['Documentary'],0.210561,2013-11-29,0,74.0,The Gold Spinners,6.0,1,2013,0.0,"['Numa Sadoul', 'Hergé', 'Michael Farr', 'Harry Thompson']",['Anders Østergaard']
0.0,['Drama'],1.035811,2014-09-19,0,123.0,My So-Called Father,5.5,4,2014,0.0,"['Ken Takakura', 'Eiji Okada', 'Masako Natsume', 'Keiko Oginome', 'Takeshi Kusaka', 'Shigeru Kôyama', 'Sô Yamamura', 'Jun Etô', 'Koichi Sato', 'Shin Kishida', 'Takeshi Ôbayashi', 'Shinji Kanai', 'Tatsuo Terashima', 'Tsunehiko Watase']",['Koreyoshi Kurahara']
0.0,['Comedy'],0.483224,2013-08-23,0,61.0,Jim Norton: American Degenerate,7.3,5,2013,0.0,"['Robert Ryan', 'Virginia Mayo', 'Jeffrey Hunter', 'Robert Middleton', 'Walter Brennan', ""Arthur O'Connell"", 'Rodolfo Acosta']",['Robert D. Webb']
0.0,['Comedy'],1.62502,2014-08-29,0,76.0,Jim Jefferies: BARE,7.7,35,2014,0.0,"['Anthony Steffen', 'Gianni Garko', 'Erika Blanc', 'Franco Fantasia', 'Sieghardt Rupp', 'Angelica Ott', 'Daniela Igliozzi', 'Fortunato Arena', 'Salvatore Borghese', 'Carla Calò', ""Carlo D'Angelo"", 'Mario Dionisi']",['Alberto Cardone']
0.0,['Thriller'],2.28311,2014-05-09,0,74.0,Not Safe for Work,4.8,44,2014,0.0,['Kevin Hart'],['Shannon Hartman']
0.0,['Drama'],10.705301,2013-11-10,0,87.0,Killing Kennedy,5.5,34,2013,0.0,['Bo Burnham'],['Shannon Hartman']
0.0,"['Comedy', 'Drama']",0.353707,2013-12-20,0,83.0,People in Places,5.0,2,2013,0.0,"['Kathleen Madigan', 'Lewis Black']",['Shannon Hartman']
0.0,"['Action', 'Adventure', 'Family']",1.206403,2014-10-02,0,98.0,Beethoven's Treasure Tail,6.7,6,2014,0.0,"['Shannon Presby', 'Lori Loughlin', 'James Spader', 'John Philbin', 'David H. MacDonald', 'Vince Grant', 'Theron Montgomery', 'Eddie Jones', 'Lucy Martin', 'Paige Price', 'Eric Stoltz', 'Court Miller', 'Tom Atkins', 'Toni Crabtree', 'John D. LeMay', 'Fred Buch', 'Ilse Earl']",['Sean S. Cunningham']
0.0,"['Drama', 'Family']",0.763024,2013-12-31,0,88.0,Contest,4.4,5,2013,0.0,"['Rob Lowe', 'Will Rothhaar', 'Ginnifer Goodwin', 'Michelle Trachtenberg', 'Jack Noseworthy', 'Casey Siemaszko', 'Jamie McShane', 'Mary Pat Gleason', 'Boris McGiver', 'Antoinette LaVecchia', 'Francis Guinan']",['Nelson McCormick']
0.0,['Comedy'],7.524929,2013-12-05,0,94.0,Three Many Weddings,6.2,54,2013,0.0,"[""Nat 'King' Cole"", 'Eartha Kitt', 'Cab Calloway', 'Ella Fitzgerald', 'Billy Preston', 'Juano Hernández']",['Allen Reisner']
0.0,['Drama'],0.082353,2013-06-13,0,90.0,The Princess of Egypt,6.5,2,2013,0.0,"['Tyler Perry', 'Shannon Williams', 'Chandra Currelley-Young', 'Alexis Jones', 'Cassi Davis', 'Tony Grant', 'Jeffery Lewis']",['Tyler Perry']
0.0,[],0.188595,2014-01-29,0,80.0,Charlie Victor Romeo,6.0,1,2014,0.0,"['Fernandel', 'Arletty', 'Michel Simon', 'Helene Robert', 'Andrex', 'René Génin', 'Génia Vaury', 'Jacques Varennes', 'Marcel Vallée']","['Claude Autant-Lara', 'Maurice Lehmann']"
0.0,"['Documentary', 'Music']",1.069667,2014-04-17,0,86.0,Super Duper Alice Cooper,6.4,6,2014,0.0,"['Danielle Darrieux', 'Jean Desailly', 'Victor Guyau', 'Grégoire Aslan', 'André Bervil', 'Charles Dechamps', 'Louise Conte', 'Marcelle Arnold', 'Lucienne Granier', 'Julien Carette']",['Claude Autant-Lara']
44000000.0,"['Crime', 'Drama', 'Mystery', 'Western']",20.328822,2015-12-25,155760117,167.0,The Hateful Eight,7.6,4405,2015,3.54,"['Bill Hunter', 'Gary Foley', 'Zack Martin', 'Terry Camilleri', 'Julie McGregor', 'Essie Coffey', 'Allan Penney']",['Phillip Noyce']
0.0,['Comedy'],0.861083,2014-01-17,0,59.0,Patton Oswalt: Tragedy Plus Comedy Equals Time,6.9,7,2014,0.0,"['Michael S. Wilson', 'Bill Wise', 'Melinda Y. Cohen', 'Byron Brown', 'Brently Heilbron', 'Adriene Mishler', 'Taylor Stammen', 'Phillip Wolf', 'Matthew Grathwol', ""Duane 'Dog' Chapman""]",['Alan Deutsch']
0.0,['Animation'],1.92858,2013-11-17,0,77.0,Pororo: The Racing Adventure,6.0,2,2013,0.0,"['Emmi Parviainen', 'Luna Leinonen Botero', 'Ylva Ekblad', 'Mazdak Nassir', 'Bahram Peivastegan', 'Miika Soini', 'Miika Soini']",['Jan Forsström']
0.0,['Drama'],1.319475,2014-02-21,0,138.0,Stray Dogs,7.1,19,2014,0.0,"['Tomás Milián', 'Gastone Moschin', 'Ray Lovelock', 'Mario Carotenuto', 'Stefania Casini', 'Guido Leontini', 'Ilaria Guerrini', 'Giuseppe Castellano']",['Stelvio Massi']
0.0,['Documentary'],1.025364,2014-04-19,0,82.0,Point and Shoot,7.1,18,2014,0.0,"['Tomás Milián', 'Elio Zamuto', 'Katia Christine', 'Imma Piro']",['Stelvio Massi']
0.0,"['Thriller', 'Drama']",6.01763,2014-08-13,0,111.0,Haemoo,6.5,35,2014,0.0,"['Maurizio Merli', 'Giancarlo Sbragia', 'Angelo Infanti', 'Lilli Carati']",['Stelvio Massi']
0.0,['Drama'],1.036076,2014-06-13,0,108.0,La petite reine,5.5,4,2014,0.0,"['Maurizio Merli', 'Janet Ågren', 'Ettore Manni', 'Chris Avram']",['Stelvio Massi']
0.0,['Drama'],2.725411,2015-01-16,0,105.0,Little Accidents,5.2,28,2015,0.0,"['Maurizio Merli', 'Olga Karlatos']",['Stelvio Massi']
30000000.0,"['Thriller', 'Crime', 'Drama']",16.451228,2015-01-14,0,92.0,Wild Card,5.4,665,2015,0.0,"['Tony Musante', 'Claudia Cardinale', 'John Forsythe', 'John Steiner', 'Renzo Palmer', 'Angela Goodwin', 'Anna Zinnemann', 'Fabrizio Jovine', 'Wolfango Soldati', 'Gianrico Tondinelli', 'Luciano Catenacci', 'Francesco Carnelutti', 'Piero Palermini', 'Ruggero De Daninos', 'Giovanni Di Benedetto']",['Damiano Damiani']
0.0,['Drama'],0.317829,2014-05-08,0,89.0,Flow,0.0,0,2014,0.0,"['Giuliano Gemma', 'Eleonora Giorgi', 'Michele Placido', 'Tano Cimarosa', 'Ettore Manni']",['Damiano Damiani']
0.0,"['Thriller', 'Crime']",1.323874,2014-10-17,0,107.0,Lasa & Zabala,6.8,5,2014,0.0,"['Giuliano Gemma', 'Martin Balsam', 'Laura Trotter', 'Giancarlo Zanetti', 'Guido Leontini']",['Damiano Damiani']
0.0,"['Comedy', 'Drama']",2.044356,2013-11-06,0,106.0,Attila Marcel,6.6,21,2013,0.0,"['Laurence Leboeuf', 'Patrice Robitaille', 'Denis Bouchard', 'Josée Deschênes', 'Mélanie Pilon', 'Jeff Boudreault', 'René-Daniel Dubois ', 'Judith Baribeau', 'Sébastien Delorme', 'Pascale Desrochers', 'Virginie Ranger-Beauregard', 'Valérie Chevalier', 'Julie Renault-Roy', 'Benoit Guerin', 'Vincent Leclerc', 'Pierre Houde', 'Robert Frosi', 'Emilie Guillaume', 'Marlène Wintgens']",['Alexis Durand-Brault']
12000000.0,"['Drama', 'Mystery', 'Romance']",9.662731,2015-06-18,85512300,109.0,Paper Towns,6.1,1997,2015,7.13,"['Elizabeth Montgomery', 'Katherine Helmond', 'Fionnula Flanagan', 'Ed Flanders', 'Don Porter', 'Fritz Weaver', 'Bonnie Bartlett', 'Helen Craig', 'Hayden Rorke', 'Gloria Stuart']",['Paul Wendkos']
0.0,[],0.431841,2014-01-08,0,86.0,We Cause Scenes,7.8,4,2014,0.0,"['Elizabeth Banks', 'Boyd Holbrook', 'Chloë Sevigny', 'Jacob Lofland', 'Josh Lucas', 'Alexia Rasmussen', 'James DeForest Parker', 'Travis Tope', 'Beau Wright', 'Randy Springer', 'Steven St. Gelais', 'Grant Bauman', 'Mike Seely', 'Jonathan Heffley', 'Richard Hagerman', 'Katie DeLuca', 'Glen Sheppard', 'Tim Gooch', 'Mike Bizzarri', 'Rita Elswick', 'Louie Lawless', 'Kimberly Shrewsbury']",['Sara Colangelo']
0.0,['Drama'],2.089044,2014-05-22,0,110.0,The Wonders,6.6,37,2014,0.0,"['Martin Balsam', 'Tomás Milián', 'Francisco Rabal', 'Dagmar Lassander']",['Alberto De Martino']
23000000.0,['Comedy'],12.21459,2015-01-16,79799880,101.0,The Wedding Ringer,6.5,632,2015,3.47,"['Elisabeth Röhm', 'Laura Breckenridge', 'Brendan Fehr', 'Jerrika Hinton', 'Laura Spencer', 'Mark Joy', 'Mark DeAngelis', 'Karla Brown', 'Kimberly Brown', 'Chilcote Francesca', 'Maya Hughes', 'Chloe Lewis', 'Josh Martin', 'Corey Nero', 'Steven Ramirez']",['John Stimpson']
0.0,"['Romance', 'Drama']",1.264539,2014-08-14,0,104.0,My Mistress,5.9,16,2014,0.0,"['Mikako Ichikawa', 'Reiko Kusamura', 'Ken Mitsuishi', 'Maho Yamada', 'Kei Tanaka']",['Naoko Ogigami']
0.0,['Horror'],6.635569,2014-09-19,0,98.0,Wyrmwood: Road Of The Dead,6.3,173,2014,0.0,"['Guillaume Gouix', 'Anne Le Ny', 'Bernadette Lafont', 'Hélène Vincent', 'Luis Rego', 'Fanny Touron', 'Kea Kaing', 'Jean-Claude Dreyfus']",['Sylvain Chomet']
1000000.0,"['Drama', 'Comedy']",9.140108,2014-01-21,0,96.0,Hits,4.9,23,2014,0.0,"['Nat Wolff', 'Cara Delevingne', 'Justice Smith', 'Austin Abrams', 'Halston Sage', 'Jaz Sinclair', 'Cara Buono', 'Stevie Ray Dallimore', 'Meg Crosbie', 'Caitlin Carver', 'Griffin Freeman', 'RJ Shearer', 'Susan Macke Miller', 'Tom Hillmann', 'Jim R. Coleman', 'Ansel Elgort', 'Drew Matthews', 'Lane Lovegrove', 'Hannah Alligood', 'Josiah Cerio', 'Kendall McIntyre', 'Jay Duplass', 'John Green', ""Emma O'Loughlin"", 'Yossie Mulyadi']",['Jake Schreier']
3500000.0,"['Crime', 'Action', 'Comedy', 'Adventure']",1.849762,2015-01-16,0,88.0,The Master Plan,6.6,16,2015,0.0,"['Kevin Hart', 'Josh Gad', 'Kaley Cuoco', 'Affion Crockett', 'Jorge Garcia', 'Corey Holcomb', 'Ken Howard', 'Cloris Leachman', 'Jenifer Lewis', 'Mimi Rogers', 'Aaron Takahashi', 'Olivia Thirlby', 'Nicky Whelan', 'Alan Ritchson', 'Mimi Gianopulos', 'Nikki Leigh', 'Amy Okuda', 'Catherine Chen', 'Dan Gill', 'Colin Kane', 'Whitney Cummings', 'Ignacio Serricchio', 'Patrick Carlyle']",['Jeremy Garelick']
0.0,['Comedy'],0.803128,2014-04-04,0,90.0,10 000 timmar,4.8,6,2014,0.0,"['Gösta Ekman', 'Ulf Brunnberg', 'Björn Gustafson', 'Birgitta Andersson', 'Per Grundén', 'Johannes Brost', 'Lars Dejert', 'Kent Andersson', 'Dan Ekborg', 'Jarl Borssén', 'John Harryson', 'Jan Dolata', 'Jacob Dahlin', 'Sten Johan Hedman', 'Frederick Offrein', 'Carl-Lennart Fröbergh', 'Henrik S. Järrel', 'Roland Stoltz', 'Måns Ekman']",['Mikael Ekman']
4000000.0,['Thriller'],10.200398,2015-01-23,52425855,91.0,The Boy Next Door,4.1,1034,2015,13.11,"['Ulf Brunnberg', 'Björn Gustafson', 'Stellan Skarsgård', 'Peter Haber', 'Birgitta Andersson', 'Per Grundén', 'Weiron Holmberg', 'Carl Magnus Dellow', 'Pontus Gustafsson', 'Bernt Lindqvist', 'Gösta Bredefeldt', 'Jan Mybrand', 'Maciej Kozłowski']",['Hans Åke Gabrielsson']
